ticket_id,subject,ticket_text,category,sentiment,priority,customer_age_days,previous_tickets,channel
TKT-08083,What is the difference between the standard and premium subs...,What is the difference between the standard and premium subscription? URGENT: Please respond immediately.,Product & Service,urgent,High,1743,0,Email
TKT-08084,My payment failed but money was deducted from my account.,My payment failed but money was deducted from my account. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,1378,10,Web Form
TKT-08085,Please update my billing address to the new one.,Please update my billing address to the new one. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,127,0,Phone
TKT-08086,I want to request a feature that is currently not available.,I want to request a feature that is currently not available. Please let me know how to proceed.,Product & Service,normal,Medium,426,8,Phone
TKT-08087,Please remove the old payment method from my account.,Please remove the old payment method from my account. I would appreciate a response soon.,Account Management,normal,Medium,183,0,Phone
TKT-08088,The application crashes every time I try to open it.,The application crashes every time I try to open it. Kindly help me resolve this issue.,Technical Support,normal,Medium,1667,2,Chat
TKT-08089,How long is the warranty period for this product?,How long is the warranty period for this product? This is not urgent but I would like it resolved.,Product & Service,low,Low,657,8,Email
TKT-08090,Can I change the delivery date for my upcoming shipment?,Can I change the delivery date for my upcoming shipment? Kindly help me resolve this issue.,Shipping & Delivery,normal,Medium,674,1,Phone
TKT-08091,Please help me delete my account and all associated data.,Please help me delete my account and all associated data. Please look into this at your earliest convenience.,Account Management,normal,Medium,1242,1,Chat
TKT-08092,My order has been stuck in transit for over a week.,My order has been stuck in transit for over a week. This is not urgent but I would like it resolved.,Shipping & Delivery,low,Low,5,14,Web Form
TKT-08093,Can I get a prorated refund for unused days after cancellati...,Can I get a prorated refund for unused days after cancellation? Please look into this at your earliest convenience.,Billing & Payments,normal,Medium,1374,13,Phone
TKT-08094,Why was my credit card charged without authorization?,Why was my credit card charged without authorization? Please look into this at your earliest convenience.,Billing & Payments,normal,Medium,352,8,Chat
TKT-08095,My return shipment has not been received by your warehouse.,My return shipment has not been received by your warehouse. Kindly help me resolve this issue.,Shipping & Delivery,normal,Medium,1205,11,Chat
TKT-08096,The item I received was damaged during shipping.,The item I received was damaged during shipping. Looking forward to your assistance.,Shipping & Delivery,normal,Medium,1195,4,Chat
TKT-08097,I need an urgent delivery but the standard option is too slo...,"I need an urgent delivery but the standard option is too slow. No rush, but please help when you get a chance.",Shipping & Delivery,low,Low,1681,11,Web Form
TKT-08098,How long is the warranty period for this product?,How long is the warranty period for this product? Kindly help me resolve this issue.,Product & Service,normal,Medium,1225,0,Web Form
TKT-08099,Can I get a prorated refund for unused days after cancellati...,Can I get a prorated refund for unused days after cancellation? I would appreciate a response soon.,Billing & Payments,normal,Medium,1019,13,Email
TKT-08100,I was charged twice for my subscription this month.,I was charged twice for my subscription this month. I need this resolved TODAY. This is unacceptable.,Billing & Payments,urgent,High,726,2,Chat
TKT-08101,My auto-renewal failed and now my account is suspended.,My auto-renewal failed and now my account is suspended. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,749,12,Email
TKT-08102,My profile picture is not updating after I upload a new one.,My profile picture is not updating after I upload a new one. Kindly help me resolve this issue.,Account Management,normal,Medium,1231,8,Chat
TKT-08103,Can I get a demo before purchasing the enterprise plan?,Can I get a demo before purchasing the enterprise plan? This is not urgent but I would like it resolved.,Product & Service,low,Low,411,6,Web Form
TKT-08104,Please remove the old payment method from my account.,"Please remove the old payment method from my account. Whenever possible, please assist with this.",Account Management,low,Low,1213,2,Chat
TKT-08105,I need technical specifications for the product I purchased.,I need technical specifications for the product I purchased. Please let me know how to proceed.,Product & Service,normal,Medium,1020,0,Email
TKT-08106,The product manual is missing from the package.,The product manual is missing from the package. This is extremely urgent and needs immediate attention!,Product & Service,urgent,High,246,7,Chat
TKT-08107,I need an urgent delivery but the standard option is too slo...,I need an urgent delivery but the standard option is too slow. I would appreciate a response soon.,Shipping & Delivery,normal,Medium,427,6,Email
TKT-08108,How do I add a secondary user to my account?,How do I add a secondary user to my account? This is extremely urgent and needs immediate attention!,Account Management,urgent,High,1290,14,Email
TKT-08109,Can I pick up my order from a local store instead of home de...,Can I pick up my order from a local store instead of home delivery? Please look into this at your earliest convenience.,Shipping & Delivery,normal,Medium,297,15,Web Form
TKT-08110,What is the difference between the standard and premium subs...,What is the difference between the standard and premium subscription? I am very frustrated and need an immediate resolution.,Product & Service,urgent,High,994,1,Email
TKT-08111,The API integration is returning authentication errors.,The API integration is returning authentication errors. Just wanted to bring this to your attention.,Technical Support,low,Low,1509,1,Chat
TKT-08112,My account got locked after too many failed login attempts.,My account got locked after too many failed login attempts. This is a critical issue affecting my business operations.,Technical Support,urgent,High,1064,9,Chat
TKT-08113,Please help me delete my account and all associated data.,Please help me delete my account and all associated data. Please let me know how to proceed.,Account Management,normal,Medium,1590,3,Web Form
TKT-08114,Please remove the old payment method from my account.,Please remove the old payment method from my account. Please look into this at your earliest convenience.,Account Management,normal,Medium,1645,1,Phone
TKT-08115,The API integration is returning authentication errors.,The API integration is returning authentication errors. Please address this when you have time.,Technical Support,low,Low,1211,0,Email
TKT-08116,The dashboard is showing incorrect data and outdated metrics...,The dashboard is showing incorrect data and outdated metrics. I would appreciate a response soon.,Technical Support,normal,Medium,564,3,Web Form
TKT-08117,My bank says the transaction was declined but I see a charge...,My bank says the transaction was declined but I see a charge. I need this resolved TODAY. This is unacceptable.,Billing & Payments,urgent,High,1745,3,Chat
TKT-08118,The item I received was damaged during shipping.,The item I received was damaged during shipping. I would appreciate a response soon.,Shipping & Delivery,normal,Medium,528,1,Chat
TKT-08119,Can I get a prorated refund for unused days after cancellati...,Can I get a prorated refund for unused days after cancellation? Looking forward to your assistance.,Billing & Payments,normal,Medium,1176,5,Phone
TKT-08120,The discount code I applied was not reflected in my bill.,The discount code I applied was not reflected in my bill. I need this resolved TODAY. This is unacceptable.,Billing & Payments,urgent,High,712,3,Chat
TKT-08121,Can I change the delivery date for my upcoming shipment?,Can I change the delivery date for my upcoming shipment? I need this resolved TODAY. This is unacceptable.,Shipping & Delivery,urgent,High,97,2,Phone
TKT-08122,I lost all my saved settings after the system update.,I lost all my saved settings after the system update. This is not urgent but I would like it resolved.,Technical Support,low,Low,1263,13,Phone
TKT-08123,I need to merge two accounts under the same email.,I need to merge two accounts under the same email. This is extremely urgent and needs immediate attention!,Account Management,urgent,High,790,14,Email
TKT-08124,I need a copy of my last 3 invoices for tax purposes.,I need a copy of my last 3 invoices for tax purposes. I am very frustrated and need an immediate resolution.,Billing & Payments,urgent,High,281,3,Chat
TKT-08125,I want to update my email address on the account.,I want to update my email address on the account. Looking forward to your assistance.,Account Management,normal,Medium,887,9,Phone
TKT-08126,I am unable to upload files. It shows an error every time.,I am unable to upload files. It shows an error every time. I am very frustrated and need an immediate resolution.,Technical Support,urgent,High,262,3,Chat
TKT-08127,I want to update my email address on the account.,I want to update my email address on the account. Please look into this at your earliest convenience.,Account Management,normal,Medium,215,7,Phone
TKT-08128,Can I have multiple profiles under one account?,Can I have multiple profiles under one account? Please let me know how to proceed.,Account Management,normal,Medium,1411,10,Email
TKT-08129,How do I upgrade from the basic to the professional plan?,"How do I upgrade from the basic to the professional plan? No rush, but please help when you get a chance.",Product & Service,low,Low,1725,9,Phone
TKT-08130,I want to change my username but the option is greyed out.,I want to change my username but the option is greyed out. Please let me know how to proceed.,Account Management,normal,Medium,570,14,Chat
TKT-08131,I want to change my username but the option is greyed out.,I want to change my username but the option is greyed out. I would appreciate a response soon.,Account Management,normal,Medium,1350,1,Phone
TKT-08132,The delivery address on my order is incorrect. Can it be cha...,The delivery address on my order is incorrect. Can it be changed? Kindly help me resolve this issue.,Shipping & Delivery,normal,Medium,258,3,Web Form
TKT-08133,I need to merge two accounts under the same email.,I need to merge two accounts under the same email. This is a critical issue affecting my business operations.,Account Management,urgent,High,1202,0,Phone
TKT-08134,My order has been stuck in transit for over a week.,My order has been stuck in transit for over a week. This is a critical issue affecting my business operations.,Shipping & Delivery,urgent,High,617,8,Phone
TKT-08135,The courier attempted delivery but I was not home. How do I ...,The courier attempted delivery but I was not home. How do I reschedule? This is not urgent but I would like it resolved.,Shipping & Delivery,low,Low,634,2,Phone
TKT-08136,I need to transfer my account to a different email.,I need to transfer my account to a different email. Please let me know how to proceed.,Account Management,normal,Medium,1549,12,Phone
TKT-08137,My order has been stuck in transit for over a week.,My order has been stuck in transit for over a week. Please address this when you have time.,Shipping & Delivery,low,Low,1251,7,Email
TKT-08138,How do I add a secondary user to my account?,How do I add a secondary user to my account? This is not urgent but I would like it resolved.,Account Management,low,Low,1143,9,Chat
TKT-08139,Why was my credit card charged without authorization?,"Why was my credit card charged without authorization? No rush, but please help when you get a chance.",Billing & Payments,low,Low,459,13,Web Form
TKT-08140,I want to change my username but the option is greyed out.,I want to change my username but the option is greyed out. Please let me know how to proceed.,Account Management,normal,Medium,440,15,Web Form
TKT-08141,Can I pick up my order from a local store instead of home de...,Can I pick up my order from a local store instead of home delivery? This is not urgent but I would like it resolved.,Shipping & Delivery,low,Low,1512,3,Phone
TKT-08142,I need to update my company name in the account settings.,I need to update my company name in the account settings. This is a critical issue affecting my business operations.,Account Management,urgent,High,237,5,Phone
TKT-08143,My bank says the transaction was declined but I see a charge...,My bank says the transaction was declined but I see a charge. I am very frustrated and need an immediate resolution.,Billing & Payments,urgent,High,1388,6,Phone
TKT-08144,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. I would appreciate a response soon.,Billing & Payments,normal,Medium,370,7,Web Form
TKT-08145,The application crashes every time I try to open it.,The application crashes every time I try to open it. Please look into this at your earliest convenience.,Technical Support,normal,Medium,1228,15,Phone
TKT-08146,The search feature is not returning relevant results.,The search feature is not returning relevant results. Please look into this at your earliest convenience.,Technical Support,normal,Medium,1753,13,Chat
TKT-08147,I keep getting a 500 internal server error on checkout.,I keep getting a 500 internal server error on checkout. Please let me know how to proceed.,Technical Support,normal,Medium,1141,15,Web Form
TKT-08148,I keep getting a 500 internal server error on checkout.,I keep getting a 500 internal server error on checkout. Just wanted to bring this to your attention.,Technical Support,low,Low,199,0,Phone
TKT-08149,The product stopped working after just two weeks of use.,The product stopped working after just two weeks of use. This is not urgent but I would like it resolved.,Product & Service,low,Low,749,11,Chat
TKT-08150,My package was marked as delivered but I never received it.,My package was marked as delivered but I never received it. This is extremely urgent and needs immediate attention!,Shipping & Delivery,urgent,High,1081,8,Phone
TKT-08151,My bank says the transaction was declined but I see a charge...,My bank says the transaction was declined but I see a charge. I am very frustrated and need an immediate resolution.,Billing & Payments,urgent,High,710,2,Email
TKT-08152,I need to dispute a charge that I don't recognize.,I need to dispute a charge that I don't recognize. Please address this when you have time.,Billing & Payments,low,Low,554,5,Email
TKT-08153,My return shipment has not been received by your warehouse.,My return shipment has not been received by your warehouse. Please address this when you have time.,Shipping & Delivery,low,Low,482,9,Chat
TKT-08154,I need a copy of my last 3 invoices for tax purposes.,I need a copy of my last 3 invoices for tax purposes. I would appreciate a response soon.,Billing & Payments,normal,Medium,1348,10,Phone
TKT-08155,I cannot reset my password. The reset email never arrives.,I cannot reset my password. The reset email never arrives. I would appreciate a response soon.,Technical Support,normal,Medium,582,14,Email
TKT-08156,I want to request a feature that is currently not available.,I want to request a feature that is currently not available. This is extremely urgent and needs immediate attention!,Product & Service,urgent,High,554,1,Chat
TKT-08157,My data is not syncing across devices.,My data is not syncing across devices. I need this resolved TODAY. This is unacceptable.,Technical Support,urgent,High,1696,1,Email
TKT-08158,How long is the warranty period for this product?,How long is the warranty period for this product? URGENT: Please respond immediately.,Product & Service,urgent,High,461,3,Web Form
TKT-08159,I keep getting a 500 internal server error on checkout.,I keep getting a 500 internal server error on checkout. I need this resolved TODAY. This is unacceptable.,Technical Support,urgent,High,8,15,Chat
TKT-08160,I want to change my username but the option is greyed out.,I want to change my username but the option is greyed out. I would appreciate a response soon.,Account Management,normal,Medium,1719,0,Web Form
TKT-08161,My auto-renewal failed and now my account is suspended.,My auto-renewal failed and now my account is suspended. I need this resolved TODAY. This is unacceptable.,Billing & Payments,urgent,High,750,15,Web Form
TKT-08162,I want to know more about the premium plan features.,I want to know more about the premium plan features. This is a critical issue affecting my business operations.,Product & Service,urgent,High,1744,3,Chat
TKT-08163,I was charged for express shipping but it arrived late.,I was charged for express shipping but it arrived late. This is a critical issue affecting my business operations.,Shipping & Delivery,urgent,High,596,11,Chat
TKT-08164,The discount code I applied was not reflected in my bill.,The discount code I applied was not reflected in my bill. Please let me know how to proceed.,Billing & Payments,normal,Medium,1288,2,Phone
TKT-08165,The search feature is not returning relevant results.,The search feature is not returning relevant results. Just wanted to bring this to your attention.,Technical Support,low,Low,175,2,Web Form
TKT-08166,Can I change the delivery date for my upcoming shipment?,Can I change the delivery date for my upcoming shipment? Please look into this at your earliest convenience.,Shipping & Delivery,normal,Medium,873,12,Phone
TKT-08167,My auto-renewal failed and now my account is suspended.,My auto-renewal failed and now my account is suspended. I am very frustrated and need an immediate resolution.,Billing & Payments,urgent,High,99,1,Phone
TKT-08168,I want to change my username but the option is greyed out.,I want to change my username but the option is greyed out. Just wanted to bring this to your attention.,Account Management,low,Low,956,14,Web Form
TKT-08169,My invoice shows an incorrect amount. Please correct it.,My invoice shows an incorrect amount. Please correct it. I would appreciate a response soon.,Billing & Payments,normal,Medium,456,3,Web Form
TKT-08170,The mobile app is not working after the latest update.,"The mobile app is not working after the latest update. Whenever possible, please assist with this.",Technical Support,low,Low,189,0,Email
TKT-08171,Why was my credit card charged without authorization?,Why was my credit card charged without authorization? Looking forward to your assistance.,Billing & Payments,normal,Medium,1537,11,Web Form
TKT-08172,How do I add a secondary user to my account?,How do I add a secondary user to my account? Looking forward to your assistance.,Account Management,normal,Medium,1317,7,Phone
TKT-08173,My order was split into two shipments but I only received on...,"My order was split into two shipments but I only received one. No rush, but please help when you get a chance.",Shipping & Delivery,low,Low,1526,8,Phone
TKT-08174,I want to know more about the premium plan features.,I want to know more about the premium plan features. Just wanted to bring this to your attention.,Product & Service,low,Low,1764,1,Chat
TKT-08175,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. Please look into this at your earliest convenience.,Billing & Payments,normal,Medium,1098,5,Chat
TKT-08176,My package was marked as delivered but I never received it.,My package was marked as delivered but I never received it. This is not urgent but I would like it resolved.,Shipping & Delivery,low,Low,275,10,Email
TKT-08177,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. Please let me know how to proceed.,Billing & Payments,normal,Medium,65,6,Email
TKT-08178,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. I would appreciate a response soon.,Billing & Payments,normal,Medium,903,0,Phone
TKT-08179,I need a copy of my last 3 invoices for tax purposes.,I need a copy of my last 3 invoices for tax purposes. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,1141,5,Phone
TKT-08180,The search feature is not returning relevant results.,The search feature is not returning relevant results. Please address this when you have time.,Technical Support,low,Low,328,10,Phone
TKT-08181,My order has been stuck in transit for over a week.,"My order has been stuck in transit for over a week. Whenever possible, please assist with this.",Shipping & Delivery,low,Low,1013,12,Chat
TKT-08182,I need a copy of my last 3 invoices for tax purposes.,I need a copy of my last 3 invoices for tax purposes. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,759,11,Email
TKT-08183,I am unable to upload files. It shows an error every time.,I am unable to upload files. It shows an error every time. Kindly help me resolve this issue.,Technical Support,normal,Medium,1532,9,Chat
TKT-08184,Two-factor authentication is not sending the OTP to my phone...,Two-factor authentication is not sending the OTP to my phone. This is a critical issue affecting my business operations.,Technical Support,urgent,High,895,13,Web Form
TKT-08185,The courier attempted delivery but I was not home. How do I ...,The courier attempted delivery but I was not home. How do I reschedule? Just wanted to bring this to your attention.,Shipping & Delivery,low,Low,839,15,Web Form
TKT-08186,The discount code I applied was not reflected in my bill.,The discount code I applied was not reflected in my bill. Looking forward to your assistance.,Billing & Payments,normal,Medium,1205,0,Phone
TKT-08187,My profile picture is not updating after I upload a new one.,My profile picture is not updating after I upload a new one. I would appreciate a response soon.,Account Management,normal,Medium,1549,4,Phone
TKT-08188,Video calls keep disconnecting after a few minutes.,Video calls keep disconnecting after a few minutes. I am very frustrated and need an immediate resolution.,Technical Support,urgent,High,1601,13,Phone
TKT-08189,The mobile app is not working after the latest update.,The mobile app is not working after the latest update. Looking forward to your assistance.,Technical Support,normal,Medium,1091,1,Web Form
TKT-08190,How do I add a secondary user to my account?,How do I add a secondary user to my account? Please let me know how to proceed.,Account Management,normal,Medium,1725,12,Email
TKT-08191,My data is not syncing across devices.,My data is not syncing across devices. Please address this when you have time.,Technical Support,low,Low,1275,15,Chat
TKT-08192,My invoice shows an incorrect amount. Please correct it.,My invoice shows an incorrect amount. Please correct it. Please look into this at your earliest convenience.,Billing & Payments,normal,Medium,713,12,Phone
TKT-08193,My account got locked after too many failed login attempts.,My account got locked after too many failed login attempts. Please address this when you have time.,Technical Support,low,Low,759,5,Email
TKT-08194,I need to dispute a charge that I don't recognize.,I need to dispute a charge that I don't recognize. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,574,5,Phone
TKT-08195,My invoice shows an incorrect amount. Please correct it.,My invoice shows an incorrect amount. Please correct it. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,438,14,Email
TKT-08196,What is the difference between the standard and premium subs...,"What is the difference between the standard and premium subscription? No rush, but please help when you get a chance.",Product & Service,low,Low,1088,7,Phone
TKT-08197,I need technical specifications for the product I purchased.,I need technical specifications for the product I purchased. Kindly help me resolve this issue.,Product & Service,normal,Medium,1030,7,Web Form
TKT-08198,My account was hacked. Please help me secure it immediately.,My account was hacked. Please help me secure it immediately. Please let me know how to proceed.,Account Management,normal,Medium,919,11,Web Form
TKT-08199,I am not satisfied with the product quality and want a retur...,I am not satisfied with the product quality and want a return. Looking forward to your assistance.,Product & Service,normal,Medium,533,4,Phone
TKT-08200,Can I have multiple profiles under one account?,Can I have multiple profiles under one account? I am very frustrated and need an immediate resolution.,Account Management,urgent,High,1328,1,Phone
TKT-08201,I am unable to upload files. It shows an error every time.,I am unable to upload files. It shows an error every time. Looking forward to your assistance.,Technical Support,normal,Medium,669,12,Phone
TKT-08202,I want to request a feature that is currently not available.,I want to request a feature that is currently not available. Please address this when you have time.,Product & Service,low,Low,672,1,Web Form
TKT-08203,The product color I received is different from what I ordere...,The product color I received is different from what I ordered. Looking forward to your assistance.,Product & Service,normal,Medium,1643,15,Chat
TKT-08204,How do I add a secondary user to my account?,How do I add a secondary user to my account? I am very frustrated and need an immediate resolution.,Account Management,urgent,High,220,10,Email
TKT-08205,The product color I received is different from what I ordere...,The product color I received is different from what I ordered. Looking forward to your assistance.,Product & Service,normal,Medium,1070,8,Phone
TKT-08206,My invoice shows an incorrect amount. Please correct it.,My invoice shows an incorrect amount. Please correct it. Please address this when you have time.,Billing & Payments,low,Low,456,5,Phone
TKT-08207,The item I received was damaged during shipping.,The item I received was damaged during shipping. I am very frustrated and need an immediate resolution.,Shipping & Delivery,urgent,High,1264,4,Web Form
TKT-08208,I need to transfer my account to a different email.,I need to transfer my account to a different email. This is extremely urgent and needs immediate attention!,Account Management,urgent,High,42,0,Chat
TKT-08209,Can I return a product that was bought during a sale?,Can I return a product that was bought during a sale? Please let me know how to proceed.,Product & Service,normal,Medium,1313,12,Chat
TKT-08210,Please help me delete my account and all associated data.,Please help me delete my account and all associated data. Please address this when you have time.,Account Management,low,Low,1736,15,Phone
TKT-08211,My order has not arrived even though it was supposed to be d...,My order has not arrived even though it was supposed to be delivered yesterday. I would appreciate a response soon.,Shipping & Delivery,normal,Medium,86,7,Web Form
TKT-08212,Why was my credit card charged without authorization?,Why was my credit card charged without authorization? Please look into this at your earliest convenience.,Billing & Payments,normal,Medium,134,9,Phone
TKT-08213,The delivery address on my order is incorrect. Can it be cha...,The delivery address on my order is incorrect. Can it be changed? Please look into this at your earliest convenience.,Shipping & Delivery,normal,Medium,1274,15,Chat
TKT-08214,The product color I received is different from what I ordere...,"The product color I received is different from what I ordered. Whenever possible, please assist with this.",Product & Service,low,Low,146,1,Chat
TKT-08215,The item I received was damaged during shipping.,The item I received was damaged during shipping. Please look into this at your earliest convenience.,Shipping & Delivery,normal,Medium,794,7,Chat
TKT-08216,I want to know if this product is compatible with my existin...,I want to know if this product is compatible with my existing setup. Please look into this at your earliest convenience.,Product & Service,normal,Medium,146,2,Web Form
TKT-08217,Can I get a prorated refund for unused days after cancellati...,Can I get a prorated refund for unused days after cancellation? This is extremely urgent and needs immediate attention!,Billing & Payments,urgent,High,1537,7,Web Form
TKT-08218,Please update my billing address to the new one.,Please update my billing address to the new one. Please let me know how to proceed.,Billing & Payments,normal,Medium,542,13,Web Form
TKT-08219,The product I received does not match the description on the...,The product I received does not match the description on the website. Looking forward to your assistance.,Product & Service,normal,Medium,1638,7,Web Form
TKT-08220,The API integration is returning authentication errors.,The API integration is returning authentication errors. URGENT: Please respond immediately.,Technical Support,urgent,High,1643,4,Web Form
TKT-08221,Please remove the old payment method from my account.,Please remove the old payment method from my account. This is a critical issue affecting my business operations.,Account Management,urgent,High,848,1,Email
TKT-08222,I was charged twice for my subscription this month.,I was charged twice for my subscription this month. Please address this when you have time.,Billing & Payments,low,Low,1335,14,Web Form
TKT-08223,I want to update my email address on the account.,I want to update my email address on the account. URGENT: Please respond immediately.,Account Management,urgent,High,113,2,Chat
TKT-08224,The mobile app is not working after the latest update.,The mobile app is not working after the latest update. Looking forward to your assistance.,Technical Support,normal,Medium,781,2,Email
TKT-08225,The tracking number provided is not working on the courier w...,The tracking number provided is not working on the courier website. This is a critical issue affecting my business operations.,Shipping & Delivery,urgent,High,1611,7,Web Form
TKT-08226,I was charged twice for my subscription this month.,I was charged twice for my subscription this month. Please look into this at your earliest convenience.,Billing & Payments,normal,Medium,206,0,Chat
TKT-08227,The website is loading very slowly on my browser.,The website is loading very slowly on my browser. I would appreciate a response soon.,Technical Support,normal,Medium,1439,12,Chat
TKT-08228,The product I received does not match the description on the...,The product I received does not match the description on the website. Please look into this at your earliest convenience.,Product & Service,normal,Medium,250,2,Email
TKT-08229,I need an urgent delivery but the standard option is too slo...,I need an urgent delivery but the standard option is too slow. This is a critical issue affecting my business operations.,Shipping & Delivery,urgent,High,1488,3,Email
TKT-08230,Can I pick up my order from a local store instead of home de...,Can I pick up my order from a local store instead of home delivery? Please let me know how to proceed.,Shipping & Delivery,normal,Medium,1062,15,Email
TKT-08231,Can I get a prorated refund for unused days after cancellati...,"Can I get a prorated refund for unused days after cancellation? Whenever possible, please assist with this.",Billing & Payments,low,Low,1258,9,Email
TKT-08232,I need to dispute a charge that I don't recognize.,I need to dispute a charge that I don't recognize. This is not urgent but I would like it resolved.,Billing & Payments,low,Low,470,5,Chat
TKT-08233,The mobile app is not working after the latest update.,The mobile app is not working after the latest update. URGENT: Please respond immediately.,Technical Support,urgent,High,527,4,Phone
TKT-08234,How long is the warranty period for this product?,How long is the warranty period for this product? Looking forward to your assistance.,Product & Service,normal,Medium,914,4,Email
TKT-08235,My auto-renewal failed and now my account is suspended.,"My auto-renewal failed and now my account is suspended. No rush, but please help when you get a chance.",Billing & Payments,low,Low,1777,4,Phone
TKT-08236,I need to update my company name in the account settings.,I need to update my company name in the account settings. Please let me know how to proceed.,Account Management,normal,Medium,800,10,Phone
TKT-08237,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. I would appreciate a response soon.,Billing & Payments,normal,Medium,1467,2,Chat
TKT-08238,I need to update my company name in the account settings.,I need to update my company name in the account settings. Please let me know how to proceed.,Account Management,normal,Medium,104,10,Web Form
TKT-08239,Please remove the old payment method from my account.,"Please remove the old payment method from my account. Whenever possible, please assist with this.",Account Management,low,Low,5,5,Phone
TKT-08240,My data is not syncing across devices.,My data is not syncing across devices. I would appreciate a response soon.,Technical Support,normal,Medium,858,6,Chat
TKT-08241,I need to transfer my account to a different email.,I need to transfer my account to a different email. URGENT: Please respond immediately.,Account Management,urgent,High,1289,10,Phone
TKT-08242,I want to request a feature that is currently not available.,I want to request a feature that is currently not available. Please look into this at your earliest convenience.,Product & Service,normal,Medium,1729,6,Chat
TKT-08243,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. This is extremely urgent and needs immediate attention!,Billing & Payments,urgent,High,1414,6,Chat
TKT-08244,Why was my credit card charged without authorization?,Why was my credit card charged without authorization? I am very frustrated and need an immediate resolution.,Billing & Payments,urgent,High,851,14,Web Form
TKT-08245,The delivery address on my order is incorrect. Can it be cha...,The delivery address on my order is incorrect. Can it be changed? I would appreciate a response soon.,Shipping & Delivery,normal,Medium,365,15,Email
TKT-08246,Can I pick up my order from a local store instead of home de...,Can I pick up my order from a local store instead of home delivery? This is extremely urgent and needs immediate attention!,Shipping & Delivery,urgent,High,90,9,Web Form
TKT-08247,The application crashes every time I try to open it.,The application crashes every time I try to open it. Looking forward to your assistance.,Technical Support,normal,Medium,855,12,Web Form
TKT-08248,I received the wrong item in my package.,I received the wrong item in my package. Please look into this at your earliest convenience.,Shipping & Delivery,normal,Medium,1296,5,Web Form
TKT-08249,I need to update my company name in the account settings.,I need to update my company name in the account settings. Please look into this at your earliest convenience.,Account Management,normal,Medium,1306,1,Phone
TKT-08250,The tracking number provided is not working on the courier w...,"The tracking number provided is not working on the courier website. Whenever possible, please assist with this.",Shipping & Delivery,low,Low,1683,10,Phone
TKT-08251,I want to enable or disable email notifications.,I want to enable or disable email notifications. Kindly help me resolve this issue.,Account Management,normal,Medium,1501,9,Web Form
TKT-08252,Can I change the primary contact number on my profile?,Can I change the primary contact number on my profile? Please look into this at your earliest convenience.,Account Management,normal,Medium,503,14,Email
TKT-08253,How do I add a secondary user to my account?,How do I add a secondary user to my account? Looking forward to your assistance.,Account Management,normal,Medium,1029,6,Chat
TKT-08254,I want to know if this product is compatible with my existin...,I want to know if this product is compatible with my existing setup. Just wanted to bring this to your attention.,Product & Service,low,Low,300,5,Web Form
TKT-08255,I want to cancel my order before it ships.,"I want to cancel my order before it ships. Whenever possible, please assist with this.",Shipping & Delivery,low,Low,1549,9,Chat
TKT-08256,My return shipment has not been received by your warehouse.,My return shipment has not been received by your warehouse. Please let me know how to proceed.,Shipping & Delivery,normal,Medium,1578,9,Web Form
TKT-08257,My account was hacked. Please help me secure it immediately.,My account was hacked. Please help me secure it immediately. Please look into this at your earliest convenience.,Account Management,normal,Medium,388,0,Email
TKT-08258,The API integration is returning authentication errors.,The API integration is returning authentication errors. This is a critical issue affecting my business operations.,Technical Support,urgent,High,479,12,Web Form
TKT-08259,My profile picture is not updating after I upload a new one.,My profile picture is not updating after I upload a new one. Please address this when you have time.,Account Management,low,Low,602,11,Chat
TKT-08260,The product manual is missing from the package.,The product manual is missing from the package. I need this resolved TODAY. This is unacceptable.,Product & Service,urgent,High,280,7,Phone
TKT-08261,How do I download all my data before closing the account?,How do I download all my data before closing the account? This is a critical issue affecting my business operations.,Account Management,urgent,High,794,13,Chat
TKT-08262,I cannot reset my password. The reset email never arrives.,I cannot reset my password. The reset email never arrives. Please let me know how to proceed.,Technical Support,normal,Medium,1504,13,Phone
TKT-08263,My order was split into two shipments but I only received on...,My order was split into two shipments but I only received one. Please let me know how to proceed.,Shipping & Delivery,normal,Medium,1300,4,Email
TKT-08264,The search feature is not returning relevant results.,The search feature is not returning relevant results. Please let me know how to proceed.,Technical Support,normal,Medium,2,3,Chat
TKT-08265,I cannot reset my password. The reset email never arrives.,I cannot reset my password. The reset email never arrives. Looking forward to your assistance.,Technical Support,normal,Medium,150,2,Phone
TKT-08266,The item I received was damaged during shipping.,"The item I received was damaged during shipping. No rush, but please help when you get a chance.",Shipping & Delivery,low,Low,637,2,Email
TKT-08267,My payment failed but money was deducted from my account.,My payment failed but money was deducted from my account. Please let me know how to proceed.,Billing & Payments,normal,Medium,222,12,Chat
